timestamp,date,hour,minute,weekday,department,waiting_count,avg_wait_time,state,queue_number,priority,congestion_level
2025-08-31T02:15:00+00:00,2025-08-31,2,15,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T02:20:00+00:00,2025-08-31,2,20,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T02:40:00+00:00,2025-08-31,2,40,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T03:15:00+00:00,2025-08-31,3,15,6,진단검사의학과,1,7.0,mixed,0,normal,0.05
2025-08-31T03:20:00+00:00,2025-08-31,3,20,6,진단검사의학과,1,7.0,mixed,0,normal,0.05
2025-08-31T03:25:00+00:00,2025-08-31,3,25,6,진단검사의학과,1,8.0,mixed,0,normal,0.05
2025-08-31T03:30:00+00:00,2025-08-31,3,30,6,CT실,1,10.0,mixed,0,normal,0.05
2025-08-31T03:30:00+00:00,2025-08-31,3,30,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T03:45:00+00:00,2025-08-31,3,45,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T04:05:00+00:00,2025-08-31,4,5,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T04:10:00+00:00,2025-08-31,4,10,6,X-ray실,0,0.0,mixed,0,normal,0.0
2025-08-31T04:10:00+00:00,2025-08-31,4,10,6,정형외과,1,17.0,mixed,0,normal,0.05
2025-08-31T04:10:00+00:00,2025-08-31,4,10,6,진단검사의학과,1,9.0,mixed,0,normal,0.05
2025-08-31T04:35:00+00:00,2025-08-31,4,35,6,정형외과,1,17.0,mixed,0,normal,0.05
2025-08-31T04:40:00+00:00,2025-08-31,4,40,6,X-ray실,1,6.0,mixed,0,normal,0.05
2025-08-31T04:40:00+00:00,2025-08-31,4,40,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T04:45:00+00:00,2025-08-31,4,45,6,정형외과,1,18.0,mixed,0,normal,0.05
2025-08-31T04:50:00+00:00,2025-08-31,4,50,6,X-ray실,0,0.0,mixed,0,normal,0.0
2025-08-31T04:50:00+00:00,2025-08-31,4,50,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T04:55:00+00:00,2025-08-31,4,55,6,X-ray실,1,5.0,mixed,0,normal,0.05
2025-08-31T04:55:00+00:00,2025-08-31,4,55,6,진단검사의학과,1,8.0,mixed,0,normal,0.05
2025-08-31T05:00:00+00:00,2025-08-31,5,0,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T05:05:00+00:00,2025-08-31,5,5,6,X-ray실,1,14.0,mixed,0,normal,0.05
2025-08-31T05:15:00+00:00,2025-08-31,5,15,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T05:20:00+00:00,2025-08-31,5,20,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T05:25:00+00:00,2025-08-31,5,25,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T05:30:00+00:00,2025-08-31,5,30,6,CT실,1,32.0,mixed,0,normal,0.05
2025-08-31T05:35:00+00:00,2025-08-31,5,35,6,X-ray실,1,11.0,mixed,0,normal,0.05
2025-08-31T05:45:00+00:00,2025-08-31,5,45,6,진단검사의학과,2,23.5,mixed,0,normal,0.1
2025-08-31T06:00:00+00:00,2025-08-31,6,0,6,진단검사의학과,2,21.0,mixed,0,normal,0.1
2025-08-31T06:10:00+00:00,2025-08-31,6,10,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T06:25:00+00:00,2025-08-31,6,25,6,MRI실,0,0.0,mixed,0,normal,0.0
2025-08-31T06:25:00+00:00,2025-08-31,6,25,6,X-ray실,1,11.0,mixed,0,normal,0.05
2025-08-31T06:30:00+00:00,2025-08-31,6,30,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T06:30:00+00:00,2025-08-31,6,30,6,정형외과,1,34.0,mixed,0,normal,0.05
2025-08-31T06:35:00+00:00,2025-08-31,6,35,6,진단검사의학과,1,23.0,mixed,0,normal,0.05
2025-08-31T06:40:00+00:00,2025-08-31,6,40,6,CT실,0,0.0,mixed,0,normal,0.0
2025-08-31T06:45:00+00:00,2025-08-31,6,45,6,X-ray실,1,10.0,mixed,0,normal,0.05
2025-08-31T06:45:00+00:00,2025-08-31,6,45,6,내과,1,33.0,mixed,0,normal,0.05
2025-08-31T06:45:00+00:00,2025-08-31,6,45,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T07:00:00+00:00,2025-08-31,7,0,6,CT실,1,12.0,mixed,0,normal,0.05
2025-08-31T07:00:00+00:00,2025-08-31,7,0,6,진단검사의학과,1,9.0,mixed,0,normal,0.05
2025-08-31T07:05:00+00:00,2025-08-31,7,5,6,CT실,0,0.0,mixed,0,normal,0.0
2025-08-31T07:20:00+00:00,2025-08-31,7,20,6,내과,1,14.0,mixed,0,normal,0.05
2025-08-31T07:20:00+00:00,2025-08-31,7,20,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T07:25:00+00:00,2025-08-31,7,25,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T07:30:00+00:00,2025-08-31,7,30,6,내과,1,15.0,mixed,0,normal,0.05
2025-08-31T07:30:00+00:00,2025-08-31,7,30,6,정형외과,1,14.0,mixed,0,normal,0.05
2025-08-31T07:35:00+00:00,2025-08-31,7,35,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T07:50:00+00:00,2025-08-31,7,50,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T08:00:00+00:00,2025-08-31,8,0,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T08:00:00+00:00,2025-08-31,8,0,6,진단검사의학과,1,13.0,mixed,0,normal,0.05
2025-08-31T08:05:00+00:00,2025-08-31,8,5,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T08:10:00+00:00,2025-08-31,8,10,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T08:15:00+00:00,2025-08-31,8,15,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T08:20:00+00:00,2025-08-31,8,20,6,진단검사의학과,1,16.0,mixed,0,normal,0.05
2025-08-31T08:25:00+00:00,2025-08-31,8,25,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T08:35:00+00:00,2025-08-31,8,35,6,X-ray실,1,7.0,mixed,0,normal,0.05
2025-08-31T08:35:00+00:00,2025-08-31,8,35,6,정형외과,1,23.0,mixed,0,normal,0.05
2025-08-31T08:35:00+00:00,2025-08-31,8,35,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T08:40:00+00:00,2025-08-31,8,40,6,내과,1,33.0,mixed,0,normal,0.05
2025-08-31T08:50:00+00:00,2025-08-31,8,50,6,진단검사의학과,1,17.0,mixed,0,normal,0.05
2025-08-31T08:55:00+00:00,2025-08-31,8,55,6,내과,1,23.0,mixed,0,normal,0.05
2025-08-31T08:55:00+00:00,2025-08-31,8,55,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T08:55:00+00:00,2025-08-31,8,55,6,진단검사의학과,1,14.0,mixed,0,normal,0.05
2025-08-31T09:00:00+00:00,2025-08-31,9,0,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T09:10:00+00:00,2025-08-31,9,10,6,X-ray실,1,18.0,mixed,0,normal,0.05
2025-08-31T09:10:00+00:00,2025-08-31,9,10,6,진단검사의학과,1,30.0,mixed,0,normal,0.05
2025-08-31T09:15:00+00:00,2025-08-31,9,15,6,MRI실,1,71.0,mixed,0,normal,0.05
2025-08-31T09:25:00+00:00,2025-08-31,9,25,6,X-ray실,1,18.0,mixed,0,normal,0.05
2025-08-31T09:25:00+00:00,2025-08-31,9,25,6,내과,1,66.0,mixed,0,normal,0.05
2025-08-31T09:30:00+00:00,2025-08-31,9,30,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T09:40:00+00:00,2025-08-31,9,40,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T09:40:00+00:00,2025-08-31,9,40,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T09:45:00+00:00,2025-08-31,9,45,6,진단검사의학과,1,30.0,mixed,0,normal,0.05
2025-08-31T10:05:00+00:00,2025-08-31,10,5,6,정형외과,1,17.0,mixed,0,normal,0.05
2025-08-31T10:05:00+00:00,2025-08-31,10,5,6,진단검사의학과,1,9.0,mixed,0,normal,0.05
2025-08-31T10:10:00+00:00,2025-08-31,10,10,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T10:15:00+00:00,2025-08-31,10,15,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T10:20:00+00:00,2025-08-31,10,20,6,진단검사의학과,1,8.0,mixed,0,normal,0.05
2025-08-31T10:30:00+00:00,2025-08-31,10,30,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T10:35:00+00:00,2025-08-31,10,35,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T10:35:00+00:00,2025-08-31,10,35,6,진단검사의학과,1,10.0,mixed,0,normal,0.05
2025-08-31T10:40:00+00:00,2025-08-31,10,40,6,진단검사의학과,1,10.0,mixed,0,normal,0.05
2025-08-31T10:45:00+00:00,2025-08-31,10,45,6,정형외과,1,17.0,mixed,0,normal,0.05
2025-08-31T10:50:00+00:00,2025-08-31,10,50,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T10:55:00+00:00,2025-08-31,10,55,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T10:55:00+00:00,2025-08-31,10,55,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T11:05:00+00:00,2025-08-31,11,5,6,진단검사의학과,2,10.0,mixed,0,normal,0.1
2025-08-31T11:10:00+00:00,2025-08-31,11,10,6,진단검사의학과,1,11.0,mixed,0,normal,0.05
2025-08-31T11:15:00+00:00,2025-08-31,11,15,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T11:35:00+00:00,2025-08-31,11,35,6,MRI실,0,0.0,mixed,0,normal,0.0
2025-08-31T11:35:00+00:00,2025-08-31,11,35,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T11:35:00+00:00,2025-08-31,11,35,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T11:40:00+00:00,2025-08-31,11,40,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T11:45:00+00:00,2025-08-31,11,45,6,CT실,0,0.0,mixed,0,normal,0.0
2025-08-31T11:45:00+00:00,2025-08-31,11,45,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T11:50:00+00:00,2025-08-31,11,50,6,진단검사의학과,1,13.0,mixed,0,normal,0.05
2025-08-31T12:25:00+00:00,2025-08-31,12,25,6,진단검사의학과,1,10.0,mixed,0,normal,0.05
2025-08-31T12:35:00+00:00,2025-08-31,12,35,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T12:40:00+00:00,2025-08-31,12,40,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T12:45:00+00:00,2025-08-31,12,45,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T13:00:00+00:00,2025-08-31,13,0,6,정형외과,0,0.0,mixed,0,normal,0.0
2025-08-31T13:25:00+00:00,2025-08-31,13,25,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T13:30:00+00:00,2025-08-31,13,30,6,CT실,1,13.0,mixed,0,normal,0.05
2025-08-31T13:35:00+00:00,2025-08-31,13,35,6,진단검사의학과,1,9.0,mixed,0,normal,0.05
2025-08-31T13:50:00+00:00,2025-08-31,13,50,6,내과,1,18.0,mixed,0,normal,0.05
2025-08-31T14:15:00+00:00,2025-08-31,14,15,6,내과,1,23.0,mixed,0,normal,0.05
2025-08-31T14:15:00+00:00,2025-08-31,14,15,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T14:20:00+00:00,2025-08-31,14,20,6,MRI실,0,0.0,mixed,0,normal,0.0
2025-08-31T14:30:00+00:00,2025-08-31,14,30,6,내과,0,0.0,mixed,0,normal,0.0
2025-08-31T14:35:00+00:00,2025-08-31,14,35,6,진단검사의학과,1,8.0,mixed,0,normal,0.05
2025-08-31T14:40:00+00:00,2025-08-31,14,40,6,MRI실,1,27.0,mixed,0,normal,0.05
2025-08-31T14:45:00+00:00,2025-08-31,14,45,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T14:50:00+00:00,2025-08-31,14,50,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T15:05:00+00:00,2025-08-31,15,5,6,정형외과,1,19.0,mixed,0,normal,0.05
2025-08-31T15:10:00+00:00,2025-08-31,15,10,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T16:00:00+00:00,2025-08-31,16,0,6,내과,1,26.0,mixed,0,normal,0.05
2025-08-31T16:05:00+00:00,2025-08-31,16,5,6,내과,1,21.0,mixed,0,normal,0.05
2025-08-31T16:10:00+00:00,2025-08-31,16,10,6,CT실,0,0.0,mixed,0,normal,0.0
2025-08-31T16:10:00+00:00,2025-08-31,16,10,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T16:30:00+00:00,2025-08-31,16,30,6,CT실,1,20.0,mixed,0,normal,0.05
2025-08-31T16:30:00+00:00,2025-08-31,16,30,6,MRI실,1,36.0,mixed,0,normal,0.05
2025-08-31T16:30:00+00:00,2025-08-31,16,30,6,진단검사의학과,1,11.0,mixed,0,normal,0.05
2025-08-31T16:35:00+00:00,2025-08-31,16,35,6,진단검사의학과,1,13.0,mixed,0,normal,0.05
2025-08-31T16:40:00+00:00,2025-08-31,16,40,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T16:50:00+00:00,2025-08-31,16,50,6,진단검사의학과,1,12.0,mixed,0,normal,0.05
2025-08-31T17:25:00+00:00,2025-08-31,17,25,6,진단검사의학과,1,9.0,mixed,0,normal,0.05
2025-08-31T17:30:00+00:00,2025-08-31,17,30,6,X-ray실,1,6.0,mixed,0,normal,0.05
2025-08-31T17:30:00+00:00,2025-08-31,17,30,6,정형외과,1,21.0,mixed,0,normal,0.05
2025-08-31T17:30:00+00:00,2025-08-31,17,30,6,진단검사의학과,1,9.0,mixed,0,normal,0.05
2025-08-31T17:40:00+00:00,2025-08-31,17,40,6,진단검사의학과,1,10.0,mixed,0,normal,0.05
2025-08-31T17:45:00+00:00,2025-08-31,17,45,6,내과,1,16.0,mixed,0,normal,0.05
2025-08-31T17:50:00+00:00,2025-08-31,17,50,6,CT실,1,18.0,mixed,0,normal,0.05
2025-08-31T18:10:00+00:00,2025-08-31,18,10,6,X-ray실,1,5.0,mixed,0,normal,0.05
2025-08-31T18:15:00+00:00,2025-08-31,18,15,6,내과,1,19.0,mixed,0,normal,0.05
2025-08-31T18:20:00+00:00,2025-08-31,18,20,6,내과,1,17.0,mixed,0,normal,0.05
2025-08-31T18:20:00+00:00,2025-08-31,18,20,6,진단검사의학과,1,9.0,mixed,0,normal,0.05
2025-08-31T18:25:00+00:00,2025-08-31,18,25,6,진단검사의학과,2,8.5,mixed,0,normal,0.1
2025-08-31T18:40:00+00:00,2025-08-31,18,40,6,X-ray실,0,0.0,mixed,0,normal,0.0
2025-08-31T18:50:00+00:00,2025-08-31,18,50,6,진단검사의학과,1,6.0,mixed,0,normal,0.05
2025-08-31T18:55:00+00:00,2025-08-31,18,55,6,진단검사의학과,1,7.0,mixed,0,normal,0.05
2025-08-31T19:05:00+00:00,2025-08-31,19,5,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T19:10:00+00:00,2025-08-31,19,10,6,진단검사의학과,1,8.0,mixed,0,normal,0.05
2025-08-31T19:15:00+00:00,2025-08-31,19,15,6,정형외과,1,16.0,mixed,0,normal,0.05
2025-08-31T19:30:00+00:00,2025-08-31,19,30,6,내과,1,21.0,mixed,0,normal,0.05
2025-08-31T19:30:00+00:00,2025-08-31,19,30,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T19:45:00+00:00,2025-08-31,19,45,6,진단검사의학과,1,8.0,mixed,0,normal,0.05
2025-08-31T19:55:00+00:00,2025-08-31,19,55,6,X-ray실,1,5.0,mixed,0,normal,0.05
2025-08-31T20:00:00+00:00,2025-08-31,20,0,6,X-ray실,1,8.0,mixed,0,normal,0.05
2025-08-31T20:10:00+00:00,2025-08-31,20,10,6,내과,1,19.0,mixed,0,normal,0.05
2025-08-31T20:15:00+00:00,2025-08-31,20,15,6,진단검사의학과,1,14.0,mixed,0,normal,0.05
2025-08-31T20:20:00+00:00,2025-08-31,20,20,6,진단검사의학과,1,11.0,mixed,0,normal,0.05
2025-08-31T20:35:00+00:00,2025-08-31,20,35,6,진단검사의학과,1,10.0,mixed,0,normal,0.05
2025-08-31T20:45:00+00:00,2025-08-31,20,45,6,진단검사의학과,2,9.5,mixed,0,normal,0.1
2025-08-31T20:55:00+00:00,2025-08-31,20,55,6,X-ray실,0,0.0,mixed,0,normal,0.0
2025-08-31T21:10:00+00:00,2025-08-31,21,10,6,진단검사의학과,1,13.0,mixed,0,normal,0.05
2025-08-31T21:15:00+00:00,2025-08-31,21,15,6,진단검사의학과,2,13.0,mixed,0,normal,0.1
2025-08-31T21:20:00+00:00,2025-08-31,21,20,6,진단검사의학과,0,0.0,mixed,0,normal,0.0
2025-08-31T21:25:00+00:00,2025-08-31,21,25,6,내과,0,0.0,mixed,0,normal,0.0
